5.060E-01,7.430E-01,4.317E-01
6.760E-01,8.690E-01,5.713E-01
3.850E-01,6.730E-01,5.871E-01
9.100E-01,1.100E-01,5.700E-01
3.850E-01,4.010E-01,5.356E-01
2.630E-01,2.640E-01,6.168E-01
3.460E-01,8.880E-01,5.028E-01
9.750E-01,5.700E-01,6.561E-01
3.470E-01,3.290E-01,5.303E-01
8.800E-01,1.090E-01,5.254E-01
3.100E-01,5.670E-01,7.696E-01
2.000E-01,3.030E-01,2.556E-01
6.930E-01,6.420E-01,6.509E-01
3.950E-01,8.210E-01,7.164E-01
3.500E-01,7.490E-01,6.708E-01
6.850E-01,8.250E-01,6.496E-01
5.880E-01,9.250E-01,5.423E-01
9.060E-01,9.770E-01,6.997E-01
1.410E-01,4.400E-01,4.931E-01
3.100E-02,7.000E-03,3.543E-01
4.640E-01,6.600E-01,5.375E-01
4.390E-01,4.000E-02,5.537E-01
3.120E-01,7.550E-01,6.797E-01
9.000E-01,5.370E-01,7.431E-01
5.560E-01,6.720E-01,6.475E-01
8.600E-02,7.200E-01,1.509E-01
6.230E-01,3.490E-01,5.747E-01
3.400E-02,2.770E-01,2.510E-01
4.530E-01,3.570E-01,4.877E-01
1.900E-02,8.580E-01,4.529E-01
3.690E-01,1.650E-01,4.456E-01
4.830E-01,9.610E-01,8.271E-01
4.890E-01,7.750E-01,5.684E-01
9.410E-01,5.260E-01,7.596E-01
2.460E-01,8.600E-02,3.554E-01
3.970E-01,3.000E-02,4.467E-01
8.050E-01,4.700E-01,6.905E-01
8.110E-01,1.200E-01,5.722E-01
2.470E-01,2.580E-01,4.360E-01
3.260E-01,2.190E-01,3.110E-01
1.320E-01,3.080E-01,3.435E-01
1.840E-01,4.850E-01,4.870E-01
8.390E-01,2.860E-01,5.302E-01
4.720E-01,7.000E-02,7.485E-01
8.450E-01,9.880E-01,6.770E-01
2.450E-01,2.000E-02,4.050E-01
2.510E-01,8.920E-01,3.596E-01
5.260E-01,7.030E-01,6.847E-01
2.940E-01,9.410E-01,7.086E-01
1.190E-01,5.740E-01,4.738E-01
7.520E-01,6.140E-01,6.526E-01
7.480E-01,4.010E-01,7.750E-01
7.260E-01,9.200E-02,6.868E-01
4.850E-01,4.510E-01,5.106E-01
2.680E-01,3.480E-01,3.246E-01
3.700E-01,1.290E-01,4.593E-01
2.970E-01,6.240E-01,3.007E-01
7.960E-01,7.950E-01,6.711E-01
1.520E-01,3.630E-01,4.058E-01
4.600E-02,4.260E-01,3.236E-01
4.090E-01,5.500E-01,3.620E-01
6.000E-02,6.840E-01,3.913E-01
5.770E-01,8.320E-01,4.680E-01
7.090E-01,1.060E-01,5.200E-01
8.550E-01,1.060E-01,5.695E-01
6.370E-01,5.430E-01,5.919E-01
3.190E-01,7.650E-01,5.212E-01
4.290E-01,7.580E-01,7.706E-01
8.850E-01,3.060E-01,6.847E-01
9.040E-01,2.210E-01,7.618E-01
1.780E-01,4.100E-01,4.990E-01
6.150E-01,4.440E-01,4.203E-01
3.790E-01,4.400E-02,5.109E-01
3.300E-02,9.530E-01,4.286E-01
6.840E-01,6.420E-01,6.514E-01
3.280E-01,2.130E-01,3.469E-01
7.000E-02,5.630E-01,4.924E-01
3.500E-02,6.800E-02,3.315E-01
5.630E-01,1.330E-01,6.051E-01
8.140E-01,5.710E-01,8.572E-01
7.720E-01,7.260E-01,4.376E-01
5.740E-01,8.560E-01,5.925E-01
7.000E-03,1.130E-01,3.043E-01
7.080E-01,1.170E-01,7.488E-01
9.940E-01,6.290E-01,8.700E-01
6.310E-01,9.860E-01,7.494E-01
1.800E-02,9.700E-02,3.788E-01
2.200E-02,5.570E-01,3.626E-01
5.450E-01,4.800E-02,4.897E-01
1.910E-01,5.560E-01,5.459E-01
4.110E-01,4.500E-02,5.336E-01
3.350E-01,6.810E-01,7.073E-01
8.470E-01,7.020E-01,5.094E-01
9.420E-01,3.550E-01,5.263E-01
6.890E-01,8.580E-01,5.720E-01
9.860E-01,1.480E-01,5.069E-01
9.400E-02,1.810E-01,3.925E-01
3.640E-01,7.580E-01,4.972E-01
5.400E-02,8.310E-01,1.844E-01
4.520E-01,4.530E-01,5.983E-01
