5.060E-01,7.430E-01,8.840E-01,3.115E-01
6.760E-01,8.690E-01,5.710E-01,5.292E-01
3.850E-01,6.730E-01,5.800E-01,5.427E-01
9.100E-01,1.100E-01,8.490E-01,4.586E-01
3.850E-01,4.010E-01,3.410E-01,5.507E-01
2.630E-01,2.640E-01,1.220E-01,6.864E-01
3.460E-01,8.880E-01,4.750E-01,4.845E-01
9.750E-01,5.700E-01,1.340E-01,7.227E-01
3.470E-01,3.290E-01,9.670E-01,3.895E-01
8.800E-01,1.090E-01,3.020E-01,5.502E-01
3.100E-01,5.670E-01,8.340E-01,6.620E-01
2.000E-01,3.030E-01,5.990E-01,2.065E-01
6.930E-01,6.420E-01,9.600E-01,5.118E-01
3.950E-01,8.210E-01,7.360E-01,6.331E-01
3.500E-01,7.490E-01,6.830E-01,6.008E-01
6.850E-01,8.250E-01,6.840E-01,5.793E-01
5.880E-01,9.250E-01,8.680E-01,4.262E-01
9.060E-01,9.770E-01,7.870E-01,6.038E-01
1.410E-01,4.400E-01,2.370E-01,5.341E-01
3.100E-02,7.000E-03,8.680E-01,2.381E-01
4.640E-01,6.600E-01,3.510E-01,5.501E-01
4.390E-01,4.000E-02,1.060E-01,6.273E-01
3.120E-01,7.550E-01,9.830E-01,5.350E-01
9.000E-01,5.370E-01,3.900E-02,8.334E-01
5.560E-01,6.720E-01,4.880E-01,6.260E-01
8.600E-02,7.200E-01,7.090E-01,7.437E-02
6.230E-01,3.490E-01,3.390E-01,5.903E-01
3.400E-02,2.770E-01,5.790E-01,2.068E-01
4.530E-01,3.570E-01,1.130E-01,5.596E-01
1.900E-02,8.580E-01,7.360E-01,3.697E-01
3.690E-01,1.650E-01,6.510E-01,3.835E-01
4.830E-01,9.610E-01,5.000E-02,9.147E-01
4.890E-01,7.750E-01,1.280E-01,6.366E-01
9.410E-01,5.260E-01,7.730E-01,6.671E-01
2.460E-01,8.600E-02,1.250E-01,4.243E-01
3.970E-01,3.000E-02,8.700E-02,5.251E-01
8.050E-01,4.700E-01,5.100E-01,6.635E-01
8.110E-01,1.200E-01,2.430E-01,6.117E-01
2.470E-01,2.580E-01,1.950E-01,4.874E-01
3.260E-01,2.190E-01,5.880E-01,2.646E-01
1.320E-01,3.080E-01,8.810E-01,2.241E-01
1.840E-01,4.850E-01,9.350E-01,3.542E-01
8.390E-01,2.860E-01,8.900E-02,6.081E-01
4.720E-01,7.000E-02,7.010E-01,6.740E-01
8.450E-01,9.880E-01,6.880E-01,6.057E-01
2.450E-01,2.000E-02,6.310E-01,3.478E-01
2.510E-01,8.920E-01,3.310E-01,3.771E-01
5.260E-01,7.030E-01,6.100E-02,7.695E-01
2.940E-01,9.410E-01,8.200E-01,6.044E-01
1.190E-01,5.740E-01,7.300E-02,5.556E-01
7.520E-01,6.140E-01,9.590E-01,5.138E-01
7.480E-01,4.010E-01,9.200E-01,6.459E-01
7.260E-01,9.200E-02,8.020E-01,5.871E-01
4.850E-01,4.510E-01,6.730E-01,4.431E-01
2.680E-01,3.480E-01,3.780E-01,3.305E-01
3.700E-01,1.290E-01,7.940E-01,3.616E-01
2.970E-01,6.240E-01,5.270E-01,2.695E-01
7.960E-01,7.950E-01,2.630E-01,7.056E-01
1.520E-01,3.630E-01,1.560E-01,4.669E-01
4.600E-02,4.260E-01,5.530E-01,2.859E-01
4.090E-01,5.500E-01,1.830E-01,4.164E-01
6.000E-02,6.840E-01,6.900E-01,3.195E-01
5.770E-01,8.320E-01,4.600E-01,4.535E-01
7.090E-01,1.060E-01,7.960E-01,4.218E-01
8.550E-01,1.060E-01,6.060E-01,5.186E-01
6.370E-01,5.430E-01,9.580E-01,4.534E-01
3.190E-01,7.650E-01,5.450E-01,4.855E-01
4.290E-01,7.580E-01,8.160E-01,6.674E-01
8.850E-01,3.060E-01,3.000E-01,7.100E-01
9.040E-01,2.210E-01,8.230E-01,6.569E-01
1.780E-01,4.100E-01,2.530E-01,5.360E-01
6.150E-01,4.440E-01,6.860E-01,3.495E-01
3.790E-01,4.400E-02,8.320E-01,4.037E-01
3.300E-02,9.530E-01,1.780E-01,4.843E-01
6.840E-01,6.420E-01,5.330E-01,6.187E-01
3.280E-01,2.130E-01,8.640E-01,2.318E-01
7.000E-02,5.630E-01,2.200E-01,5.376E-01
3.500E-02,6.800E-02,3.660E-01,3.404E-01
5.630E-01,1.330E-01,1.330E-01,6.720E-01
8.140E-01,5.710E-01,2.440E-01,8.964E-01
7.720E-01,7.260E-01,6.210E-01,3.830E-01
5.740E-01,8.560E-01,6.390E-01,5.334E-01
7.000E-03,1.130E-01,9.040E-01,1.792E-01
7.080E-01,1.170E-01,7.790E-01,6.548E-01
9.940E-01,6.290E-01,6.210E-01,8.153E-01
6.310E-01,9.860E-01,6.560E-01,6.860E-01
1.800E-02,9.700E-02,5.500E-01,3.419E-01
2.200E-02,5.570E-01,4.440E-01,3.521E-01
5.450E-01,4.800E-02,7.780E-01,3.960E-01
1.910E-01,5.560E-01,6.240E-01,4.906E-01
4.110E-01,4.500E-02,4.460E-01,5.226E-01
3.350E-01,6.810E-01,5.010E-01,6.826E-01
8.470E-01,7.020E-01,6.500E-01,4.476E-01
9.420E-01,3.550E-01,9.250E-01,3.960E-01
6.890E-01,8.580E-01,8.480E-01,4.608E-01
9.860E-01,1.480E-01,9.350E-01,3.741E-01
9.400E-02,1.810E-01,2.400E-02,4.865E-01
3.640E-01,7.580E-01,5.770E-01,4.535E-01
5.400E-02,8.310E-01,7.770E-01,9.093E-02
4.520E-01,4.530E-01,2.590E-01,6.338E-01
