5.060E-01,7.430E-01,8.840E-01,5.074E-01
6.760E-01,8.690E-01,5.710E-01,5.654E-01
3.850E-01,6.730E-01,5.800E-01,3.421E-01
9.100E-01,1.100E-01,8.490E-01,9.381E-01
3.850E-01,4.010E-01,3.410E-01,5.128E-01
2.630E-01,2.640E-01,1.220E-01,3.574E-01
3.460E-01,8.880E-01,4.750E-01,2.479E-01
9.750E-01,5.700E-01,1.340E-01,6.361E-01
3.470E-01,3.290E-01,9.670E-01,6.073E-01
8.800E-01,1.090E-01,3.020E-01,7.714E-01
3.100E-01,5.670E-01,8.340E-01,5.129E-01
2.000E-01,3.030E-01,5.990E-01,4.580E-01
6.930E-01,6.420E-01,9.600E-01,7.044E-01
3.950E-01,8.210E-01,7.360E-01,4.100E-01
3.500E-01,7.490E-01,6.830E-01,4.354E-01
6.850E-01,8.250E-01,6.840E-01,6.294E-01
5.880E-01,9.250E-01,8.680E-01,5.045E-01
9.060E-01,9.770E-01,7.870E-01,7.407E-01
1.410E-01,4.400E-01,2.370E-01,2.745E-01
3.100E-02,7.000E-03,8.680E-01,4.284E-01
4.640E-01,6.600E-01,3.510E-01,3.429E-01
4.390E-01,4.000E-02,1.060E-01,3.777E-01
3.120E-01,7.550E-01,9.830E-01,5.402E-01
9.000E-01,5.370E-01,3.900E-02,5.936E-01
5.560E-01,6.720E-01,4.880E-01,4.889E-01
8.600E-02,7.200E-01,7.090E-01,2.894E-01
6.230E-01,3.490E-01,3.390E-01,5.724E-01
3.400E-02,2.770E-01,5.790E-01,2.795E-01
4.530E-01,3.570E-01,1.130E-01,4.757E-01
1.900E-02,8.580E-01,7.360E-01,2.161E-01
3.690E-01,1.650E-01,6.510E-01,4.900E-01
4.830E-01,9.610E-01,5.000E-02,4.192E-01
4.890E-01,7.750E-01,1.280E-01,3.991E-01
9.410E-01,5.260E-01,7.730E-01,7.399E-01
2.460E-01,8.600E-02,1.250E-01,4.135E-01
3.970E-01,3.000E-02,8.700E-02,4.286E-01
8.050E-01,4.700E-01,5.100E-01,6.077E-01
8.110E-01,1.200E-01,2.430E-01,7.189E-01
2.470E-01,2.580E-01,1.950E-01,4.198E-01
3.260E-01,2.190E-01,5.880E-01,5.328E-01
1.320E-01,3.080E-01,8.810E-01,4.036E-01
1.840E-01,4.850E-01,9.350E-01,4.648E-01
8.390E-01,2.860E-01,8.900E-02,6.569E-01
4.720E-01,7.000E-02,7.010E-01,5.991E-01
8.450E-01,9.880E-01,6.880E-01,6.610E-01
2.450E-01,2.000E-02,6.310E-01,4.581E-01
2.510E-01,8.920E-01,3.310E-01,3.727E-01
5.260E-01,7.030E-01,6.100E-02,4.904E-01
2.940E-01,9.410E-01,8.200E-01,4.388E-01
1.190E-01,5.740E-01,7.300E-02,2.324E-01
7.520E-01,6.140E-01,9.590E-01,6.453E-01
7.480E-01,4.010E-01,9.200E-01,8.276E-01
7.260E-01,9.200E-02,8.020E-01,7.490E-01
4.850E-01,4.510E-01,6.730E-01,5.093E-01
2.680E-01,3.480E-01,3.780E-01,4.172E-01
3.700E-01,1.290E-01,7.940E-01,5.142E-01
2.970E-01,6.240E-01,5.270E-01,4.521E-01
7.960E-01,7.950E-01,2.630E-01,6.209E-01
1.520E-01,3.630E-01,1.560E-01,1.879E-01
4.600E-02,4.260E-01,5.530E-01,2.209E-01
4.090E-01,5.500E-01,1.830E-01,3.920E-01
6.000E-02,6.840E-01,6.900E-01,3.153E-01
5.770E-01,8.320E-01,4.600E-01,4.643E-01
7.090E-01,1.060E-01,7.960E-01,7.417E-01
8.550E-01,1.060E-01,6.060E-01,7.299E-01
6.370E-01,5.430E-01,9.580E-01,7.801E-01
3.190E-01,7.650E-01,5.450E-01,3.165E-01
4.290E-01,7.580E-01,8.160E-01,4.852E-01
8.850E-01,3.060E-01,3.000E-01,6.797E-01
9.040E-01,2.210E-01,8.230E-01,8.880E-01
1.780E-01,4.100E-01,2.530E-01,2.523E-01
6.150E-01,4.440E-01,6.860E-01,5.854E-01
3.790E-01,4.400E-02,8.320E-01,6.749E-01
3.300E-02,9.530E-01,1.780E-01,9.209E-02
6.840E-01,6.420E-01,5.330E-01,6.558E-01
3.280E-01,2.130E-01,8.640E-01,5.453E-01
7.000E-02,5.630E-01,2.200E-01,3.078E-01
3.500E-02,6.800E-02,3.660E-01,2.529E-01
5.630E-01,1.330E-01,1.330E-01,5.542E-01
8.140E-01,5.710E-01,2.440E-01,5.862E-01
7.720E-01,7.260E-01,6.210E-01,6.833E-01
5.740E-01,8.560E-01,6.390E-01,4.842E-01
7.000E-03,1.130E-01,9.040E-01,3.772E-01
7.080E-01,1.170E-01,7.790E-01,7.525E-01
9.940E-01,6.290E-01,6.210E-01,8.739E-01
6.310E-01,9.860E-01,6.560E-01,5.200E-01
1.800E-02,9.700E-02,5.500E-01,3.367E-01
2.200E-02,5.570E-01,4.440E-01,2.080E-01
5.450E-01,4.800E-02,7.780E-01,6.705E-01
1.910E-01,5.560E-01,6.240E-01,3.521E-01
4.110E-01,4.500E-02,4.460E-01,5.906E-01
3.350E-01,6.810E-01,5.010E-01,3.718E-01
8.470E-01,7.020E-01,6.500E-01,7.308E-01
9.420E-01,3.550E-01,9.250E-01,8.693E-01
6.890E-01,8.580E-01,8.480E-01,7.620E-01
9.860E-01,1.480E-01,9.350E-01,9.438E-01
9.400E-02,1.810E-01,2.400E-02,2.571E-01
3.640E-01,7.580E-01,5.770E-01,3.990E-01
5.400E-02,8.310E-01,7.770E-01,2.523E-01
4.520E-01,4.530E-01,2.590E-01,3.948E-01
