5.060E-01,4.114E-01
6.760E-01,5.683E-01
3.850E-01,3.101E-01
9.100E-01,7.450E-01
3.850E-01,4.949E-01
2.630E-01,3.711E-01
3.460E-01,2.779E-01
9.750E-01,6.979E-01
3.470E-01,4.214E-01
8.800E-01,7.144E-01
3.100E-01,3.999E-01
2.000E-01,3.594E-01
6.930E-01,5.725E-01
3.950E-01,3.639E-01
3.500E-01,3.905E-01
6.850E-01,5.969E-01
5.880E-01,4.429E-01
9.060E-01,7.079E-01
1.410E-01,2.890E-01
3.100E-02,2.135E-01
4.640E-01,3.658E-01
4.390E-01,3.580E-01
3.120E-01,4.215E-01
9.000E-01,6.736E-01
5.560E-01,4.796E-01
8.600E-02,2.331E-01
6.230E-01,5.462E-01
3.400E-02,1.816E-01
4.530E-01,5.072E-01
1.900E-02,1.761E-01
3.690E-01,3.555E-01
4.830E-01,5.673E-01
4.890E-01,4.966E-01
9.410E-01,6.353E-01
2.460E-01,3.968E-01
3.970E-01,4.119E-01
8.050E-01,5.592E-01
8.110E-01,6.785E-01
2.470E-01,4.143E-01
3.260E-01,4.229E-01
1.320E-01,2.357E-01
1.840E-01,3.130E-01
8.390E-01,6.825E-01
4.720E-01,4.362E-01
8.450E-01,6.547E-01
2.450E-01,3.043E-01
2.510E-01,4.393E-01
5.260E-01,5.926E-01
2.940E-01,3.917E-01
1.190E-01,3.101E-01
7.520E-01,5.090E-01
7.480E-01,6.655E-01
7.260E-01,5.646E-01
4.850E-01,4.171E-01
2.680E-01,3.812E-01
3.700E-01,3.380E-01
2.970E-01,4.251E-01
7.960E-01,6.881E-01
1.520E-01,2.096E-01
4.600E-02,1.544E-01
4.090E-01,4.383E-01
6.000E-02,2.577E-01
5.770E-01,4.887E-01
7.090E-01,5.612E-01
8.550E-01,5.967E-01
6.370E-01,6.322E-01
3.190E-01,3.085E-01
4.290E-01,4.086E-01
8.850E-01,6.561E-01
9.040E-01,7.200E-01
1.780E-01,2.578E-01
6.150E-01,4.887E-01
3.790E-01,4.751E-01
3.300E-02,2.069E-01
6.840E-01,6.303E-01
3.280E-01,3.657E-01
7.000E-02,3.470E-01
3.500E-02,1.731E-01
5.630E-01,5.433E-01
8.140E-01,6.208E-01
7.720E-01,6.499E-01
5.740E-01,4.681E-01
7.000E-03,1.710E-01
7.080E-01,5.781E-01
9.940E-01,8.243E-01
6.310E-01,5.213E-01
1.800E-02,2.160E-01
2.200E-02,1.904E-01
5.450E-01,4.848E-01
1.910E-01,2.896E-01
4.110E-01,4.871E-01
3.350E-01,3.608E-01
8.470E-01,6.862E-01
9.420E-01,6.983E-01
6.890E-01,6.941E-01
9.860E-01,7.357E-01
9.400E-02,2.813E-01
3.640E-01,3.820E-01
5.400E-02,1.976E-01
4.520E-01,4.059E-01
