5.060E-01,4.582E-01
6.760E-01,4.776E-01
3.850E-01,4.427E-01
9.100E-01,4.910E-01
3.850E-01,5.728E-01
2.630E-01,1.007E-01
3.460E-01,2.304E-01
9.750E-01,7.049E-01
3.470E-01,6.557E-01
8.800E-01,4.306E-01
3.100E-01,6.390E-01
2.000E-01,3.885E-01
6.930E-01,3.851E-01
3.950E-01,6.463E-01
3.500E-01,4.236E-01
6.850E-01,5.267E-01
5.880E-01,6.719E-01
9.060E-01,6.599E-01
1.410E-01,6.676E-01
3.100E-02,4.747E-01
4.640E-01,3.461E-01
4.390E-01,3.600E-01
3.120E-01,5.486E-01
9.000E-01,5.015E-01
5.560E-01,5.805E-01
8.600E-02,3.259E-01
6.230E-01,6.669E-01
3.400E-02,2.435E-01
4.530E-01,5.423E-01
1.900E-02,2.718E-01
3.690E-01,3.903E-01
4.830E-01,4.218E-01
4.890E-01,7.997E-01
9.410E-01,4.216E-01
2.460E-01,4.939E-01
3.970E-01,6.080E-01
8.050E-01,7.127E-01
8.110E-01,6.367E-01
2.470E-01,3.101E-01
3.260E-01,3.270E-01
1.320E-01,3.376E-01
1.840E-01,2.926E-01
8.390E-01,6.260E-01
4.720E-01,4.067E-01
8.450E-01,4.445E-01
2.450E-01,2.890E-01
2.510E-01,4.268E-01
5.260E-01,4.157E-01
2.940E-01,4.364E-01
1.190E-01,5.741E-01
7.520E-01,2.084E-01
7.480E-01,5.274E-01
7.260E-01,5.775E-01
4.850E-01,4.325E-01
2.680E-01,4.995E-01
3.700E-01,5.437E-01
2.970E-01,4.352E-01
7.960E-01,5.807E-01
1.520E-01,1.924E-01
4.600E-02,1.669E-01
4.090E-01,3.402E-01
6.000E-02,2.628E-01
5.770E-01,3.401E-01
7.090E-01,2.966E-01
8.550E-01,6.609E-01
6.370E-01,5.414E-01
3.190E-01,1.421E-01
4.290E-01,2.540E-01
8.850E-01,8.923E-01
9.040E-01,5.654E-01
1.780E-01,1.664E-01
6.150E-01,6.472E-01
3.790E-01,6.008E-01
3.300E-02,3.542E-01
6.840E-01,2.820E-01
3.280E-01,4.884E-01
7.000E-02,2.865E-01
3.500E-02,9.408E-02
5.630E-01,4.206E-01
8.140E-01,5.390E-01
7.720E-01,5.039E-01
5.740E-01,5.325E-01
7.000E-03,3.638E-01
7.080E-01,5.362E-01
9.940E-01,4.859E-01
6.310E-01,5.123E-01
1.800E-02,3.840E-01
2.200E-02,1.216E-01
5.450E-01,6.640E-01
1.910E-01,3.895E-01
4.110E-01,4.830E-01
3.350E-01,4.046E-01
8.470E-01,7.092E-01
9.420E-01,6.352E-01
6.890E-01,4.287E-01
9.860E-01,5.993E-01
9.400E-02,2.365E-01
3.640E-01,4.056E-01
5.400E-02,2.737E-01
4.520E-01,6.469E-01
