5.060E-01,4.076E-01
6.760E-01,5.262E-01
3.850E-01,5.747E-01
9.100E-01,6.517E-01
3.850E-01,5.686E-01
2.630E-01,6.727E-01
3.460E-01,4.545E-01
9.750E-01,6.609E-01
3.470E-01,5.753E-01
8.800E-01,6.072E-01
3.100E-01,7.750E-01
2.000E-01,3.050E-01
6.930E-01,6.437E-01
3.950E-01,6.793E-01
3.500E-01,6.458E-01
6.850E-01,6.118E-01
5.880E-01,4.879E-01
9.060E-01,6.366E-01
1.410E-01,5.196E-01
3.100E-02,4.531E-01
4.640E-01,5.273E-01
4.390E-01,6.471E-01
3.120E-01,6.536E-01
9.000E-01,7.534E-01
5.560E-01,6.353E-01
8.600E-02,1.307E-01
6.230E-01,6.164E-01
3.400E-02,3.047E-01
4.530E-01,5.281E-01
1.900E-02,4.096E-01
3.690E-01,5.180E-01
4.830E-01,7.666E-01
4.890E-01,5.390E-01
9.410E-01,7.717E-01
2.460E-01,4.411E-01
3.970E-01,5.417E-01
8.050E-01,7.120E-01
8.110E-01,6.522E-01
2.470E-01,4.929E-01
3.260E-01,3.745E-01
1.320E-01,3.920E-01
1.840E-01,5.060E-01
8.390E-01,5.825E-01
4.720E-01,8.368E-01
8.450E-01,6.120E-01
2.450E-01,5.016E-01
2.510E-01,3.106E-01
5.260E-01,6.673E-01
2.940E-01,6.514E-01
1.190E-01,4.780E-01
7.520E-01,6.501E-01
7.480E-01,8.081E-01
7.260E-01,7.715E-01
4.850E-01,5.353E-01
2.680E-01,3.665E-01
3.700E-01,5.378E-01
2.970E-01,2.965E-01
7.960E-01,6.383E-01
1.520E-01,4.451E-01
4.600E-02,3.525E-01
4.090E-01,3.701E-01
6.000E-02,3.771E-01
5.770E-01,4.291E-01
7.090E-01,6.023E-01
8.550E-01,6.518E-01
6.370E-01,6.013E-01
3.190E-01,4.935E-01
4.290E-01,7.440E-01
8.850E-01,7.336E-01
9.040E-01,8.249E-01
1.780E-01,5.305E-01
6.150E-01,4.462E-01
3.790E-01,6.036E-01
3.300E-02,3.695E-01
6.840E-01,6.442E-01
3.280E-01,4.114E-01
7.000E-02,4.984E-01
3.500E-02,4.202E-01
5.630E-01,6.829E-01
8.140E-01,8.618E-01
7.720E-01,4.163E-01
5.740E-01,5.495E-01
7.000E-03,3.854E-01
7.080E-01,8.293E-01
9.940E-01,8.649E-01
6.310E-01,6.847E-01
1.800E-02,4.626E-01
2.200E-02,3.696E-01
5.450E-01,5.817E-01
1.910E-01,5.531E-01
4.110E-01,6.261E-01
3.350E-01,6.936E-01
8.470E-01,4.922E-01
9.420E-01,5.670E-01
6.890E-01,5.287E-01
9.860E-01,5.822E-01
9.400E-02,4.622E-01
3.640E-01,4.706E-01
5.400E-02,1.456E-01
4.520E-01,6.226E-01
,
,
,
