5.060E-01,7.430E-01,2.873E-01
6.760E-01,8.690E-01,4.232E-01
3.850E-01,6.730E-01,1.977E-01
9.100E-01,1.100E-01,7.267E-01
3.850E-01,4.010E-01,4.279E-01
2.630E-01,2.640E-01,3.270E-01
3.460E-01,8.880E-01,1.296E-01
9.750E-01,5.700E-01,6.027E-01
3.470E-01,3.290E-01,3.665E-01
8.800E-01,1.090E-01,6.962E-01
3.100E-01,5.670E-01,3.052E-01
2.000E-01,3.030E-01,3.088E-01
6.930E-01,6.420E-01,4.653E-01
3.950E-01,8.210E-01,2.268E-01
3.500E-01,7.490E-01,2.654E-01
6.850E-01,8.250E-01,4.591E-01
5.880E-01,9.250E-01,2.884E-01
9.060E-01,9.770E-01,5.447E-01
1.410E-01,4.400E-01,2.155E-01
3.100E-02,7.000E-03,2.123E-01
4.640E-01,6.600E-01,2.555E-01
4.390E-01,4.000E-02,3.513E-01
3.120E-01,7.550E-01,2.954E-01
9.000E-01,5.370E-01,5.839E-01
5.560E-01,6.720E-01,3.674E-01
8.600E-02,7.200E-01,1.129E-01
6.230E-01,3.490E-01,4.880E-01
3.400E-02,2.770E-01,1.353E-01
4.530E-01,3.570E-01,4.476E-01
1.900E-02,8.580E-01,3.283E-02
3.690E-01,1.650E-01,3.279E-01
4.830E-01,9.610E-01,4.068E-01
4.890E-01,7.750E-01,3.672E-01
9.410E-01,5.260E-01,5.474E-01
2.460E-01,8.600E-02,3.824E-01
3.970E-01,3.000E-02,4.069E-01
8.050E-01,4.700E-01,4.807E-01
8.110E-01,1.200E-01,6.584E-01
2.470E-01,2.580E-01,3.712E-01
3.260E-01,2.190E-01,3.863E-01
1.320E-01,3.080E-01,1.842E-01
1.840E-01,4.850E-01,2.320E-01
8.390E-01,2.860E-01,6.347E-01
4.720E-01,7.000E-02,4.245E-01
8.450E-01,9.880E-01,4.897E-01
2.450E-01,2.000E-02,3.010E-01
2.510E-01,8.920E-01,2.903E-01
5.260E-01,7.030E-01,4.752E-01
2.940E-01,9.410E-01,2.346E-01
1.190E-01,5.740E-01,2.143E-01
7.520E-01,6.140E-01,4.065E-01
7.480E-01,4.010E-01,5.985E-01
7.260E-01,9.200E-02,5.493E-01
4.850E-01,4.510E-01,3.417E-01
2.680E-01,3.480E-01,3.231E-01
3.700E-01,1.290E-01,3.165E-01
2.970E-01,6.240E-01,3.209E-01
7.960E-01,7.950E-01,5.554E-01
1.520E-01,3.630E-01,1.490E-01
4.600E-02,4.260E-01,8.324E-02
4.090E-01,5.500E-01,3.464E-01
6.000E-02,6.840E-01,1.435E-01
5.770E-01,8.320E-01,3.498E-01
7.090E-01,1.060E-01,5.435E-01
8.550E-01,1.060E-01,5.790E-01
6.370E-01,5.430E-01,5.415E-01
3.190E-01,7.650E-01,1.808E-01
4.290E-01,7.580E-01,2.821E-01
8.850E-01,3.060E-01,6.050E-01
9.040E-01,2.210E-01,6.831E-01
1.780E-01,4.100E-01,1.893E-01
6.150E-01,4.440E-01,4.146E-01
3.790E-01,4.400E-02,4.677E-01
3.300E-02,9.530E-01,4.777E-02
6.840E-01,6.420E-01,5.231E-01
3.280E-01,2.130E-01,3.301E-01
7.000E-02,5.630E-01,2.530E-01
3.500E-02,6.800E-02,1.617E-01
5.630E-01,1.330E-01,5.211E-01
8.140E-01,5.710E-01,5.254E-01
7.720E-01,7.260E-01,5.287E-01
5.740E-01,8.560E-01,3.251E-01
7.000E-03,1.130E-01,1.521E-01
7.080E-01,1.170E-01,5.585E-01
9.940E-01,6.290E-01,7.193E-01
6.310E-01,9.860E-01,3.567E-01
1.800E-02,9.700E-02,1.998E-01
2.200E-02,5.570E-01,9.743E-02
5.450E-01,4.800E-02,4.768E-01
1.910E-01,5.560E-01,1.968E-01
4.110E-01,4.500E-02,4.796E-01
3.350E-01,6.810E-01,2.471E-01
8.470E-01,7.020E-01,5.690E-01
9.420E-01,3.550E-01,6.390E-01
6.890E-01,8.580E-01,5.508E-01
9.860E-01,1.480E-01,7.110E-01
9.400E-02,1.810E-01,2.511E-01
3.640E-01,7.580E-01,2.554E-01
5.400E-02,8.310E-01,5.885E-02
4.520E-01,4.530E-01,3.303E-01
