5.060E-01,7.430E-01,8.840E-01,7.935E-01
6.760E-01,8.690E-01,5.710E-01,7.592E-01
3.850E-01,6.730E-01,5.800E-01,6.937E-01
9.100E-01,1.100E-01,8.490E-01,7.122E-01
3.850E-01,4.010E-01,3.410E-01,7.213E-01
2.630E-01,2.640E-01,1.220E-01,1.740E-01
3.460E-01,8.880E-01,4.750E-01,4.922E-01
9.750E-01,5.700E-01,1.340E-01,8.321E-01
3.470E-01,3.290E-01,9.670E-01,9.418E-01
8.800E-01,1.090E-01,3.020E-01,5.210E-01
3.100E-01,5.670E-01,8.340E-01,9.330E-01
2.000E-01,3.030E-01,5.990E-01,5.823E-01
6.930E-01,6.420E-01,9.600E-01,7.217E-01
3.950E-01,8.210E-01,7.360E-01,9.593E-01
3.500E-01,7.490E-01,6.830E-01,7.120E-01
6.850E-01,8.250E-01,6.840E-01,8.279E-01
5.880E-01,9.250E-01,8.680E-01,1.034E+00
9.060E-01,9.770E-01,7.870E-01,1.011E+00
1.410E-01,4.400E-01,2.370E-01,7.978E-01
3.100E-02,7.000E-03,8.680E-01,6.833E-01
4.640E-01,6.600E-01,3.510E-01,5.402E-01
4.390E-01,4.000E-02,1.060E-01,3.920E-01
3.120E-01,7.550E-01,9.830E-01,9.097E-01
9.000E-01,5.370E-01,3.900E-02,6.005E-01
5.560E-01,6.720E-01,4.880E-01,8.094E-01
8.600E-02,7.200E-01,7.090E-01,6.155E-01
6.230E-01,3.490E-01,3.390E-01,8.062E-01
3.400E-02,2.770E-01,5.790E-01,4.282E-01
4.530E-01,3.570E-01,1.130E-01,6.289E-01
1.900E-02,8.580E-01,7.360E-01,5.909E-01
3.690E-01,1.650E-01,6.510E-01,5.734E-01
4.830E-01,9.610E-01,5.000E-02,5.943E-01
4.890E-01,7.750E-01,1.280E-01,9.597E-01
9.410E-01,5.260E-01,7.730E-01,6.942E-01
2.460E-01,8.600E-02,1.250E-01,5.381E-01
3.970E-01,3.000E-02,8.700E-02,6.338E-01
8.050E-01,4.700E-01,5.100E-01,9.131E-01
8.110E-01,1.200E-01,2.430E-01,7.148E-01
2.470E-01,2.580E-01,1.950E-01,3.998E-01
3.260E-01,2.190E-01,5.880E-01,5.041E-01
1.320E-01,3.080E-01,8.810E-01,5.996E-01
1.840E-01,4.850E-01,9.350E-01,5.970E-01
8.390E-01,2.860E-01,8.900E-02,6.950E-01
4.720E-01,7.000E-02,7.010E-01,5.860E-01
8.450E-01,9.880E-01,6.880E-01,7.740E-01
2.450E-01,2.000E-02,6.310E-01,4.432E-01
2.510E-01,8.920E-01,3.310E-01,6.549E-01
5.260E-01,7.030E-01,6.100E-02,5.477E-01
2.940E-01,9.410E-01,8.200E-01,7.896E-01
1.190E-01,5.740E-01,7.300E-02,6.874E-01
7.520E-01,6.140E-01,9.590E-01,5.402E-01
7.480E-01,4.010E-01,9.200E-01,8.142E-01
7.260E-01,9.200E-02,8.020E-01,7.845E-01
4.850E-01,4.510E-01,6.730E-01,6.687E-01
2.680E-01,3.480E-01,3.780E-01,6.479E-01
3.700E-01,1.290E-01,7.940E-01,7.550E-01
2.970E-01,6.240E-01,5.270E-01,6.653E-01
7.960E-01,7.950E-01,2.630E-01,7.763E-01
1.520E-01,3.630E-01,1.560E-01,2.903E-01
4.600E-02,4.260E-01,5.530E-01,3.702E-01
4.090E-01,5.500E-01,1.830E-01,4.758E-01
6.000E-02,6.840E-01,6.900E-01,5.419E-01
5.770E-01,8.320E-01,4.600E-01,5.889E-01
7.090E-01,1.060E-01,7.960E-01,5.046E-01
8.550E-01,1.060E-01,6.060E-01,8.234E-01
6.370E-01,5.430E-01,9.580E-01,8.610E-01
3.190E-01,7.650E-01,5.450E-01,4.001E-01
4.290E-01,7.580E-01,8.160E-01,5.756E-01
8.850E-01,3.060E-01,3.000E-01,1.015E+00
9.040E-01,2.210E-01,8.230E-01,7.990E-01
1.780E-01,4.100E-01,2.530E-01,2.953E-01
6.150E-01,4.440E-01,6.860E-01,8.853E-01
3.790E-01,4.400E-02,8.320E-01,8.070E-01
3.300E-02,9.530E-01,1.780E-01,5.559E-01
6.840E-01,6.420E-01,5.330E-01,5.166E-01
3.280E-01,2.130E-01,8.640E-01,7.304E-01
7.000E-02,5.630E-01,2.200E-01,4.331E-01
3.500E-02,6.800E-02,3.660E-01,1.929E-01
5.630E-01,1.330E-01,1.330E-01,4.746E-01
8.140E-01,5.710E-01,2.440E-01,6.927E-01
7.720E-01,7.260E-01,6.210E-01,7.736E-01
5.740E-01,8.560E-01,6.390E-01,8.282E-01
7.000E-03,1.130E-01,9.040E-01,5.987E-01
7.080E-01,1.170E-01,7.790E-01,7.419E-01
9.940E-01,6.290E-01,6.210E-01,7.394E-01
6.310E-01,9.860E-01,6.560E-01,8.337E-01
1.800E-02,9.700E-02,5.500E-01,5.317E-01
2.200E-02,5.570E-01,4.440E-01,3.207E-01
5.450E-01,4.800E-02,7.780E-01,8.580E-01
1.910E-01,5.560E-01,6.240E-01,6.315E-01
4.110E-01,4.500E-02,4.460E-01,5.971E-01
3.350E-01,6.810E-01,5.010E-01,6.381E-01
8.470E-01,7.020E-01,6.500E-01,9.818E-01
9.420E-01,3.550E-01,9.250E-01,9.156E-01
6.890E-01,8.580E-01,8.480E-01,7.747E-01
9.860E-01,1.480E-01,9.350E-01,8.475E-01
9.400E-02,1.810E-01,2.400E-02,2.725E-01
3.640E-01,7.580E-01,5.770E-01,6.701E-01
5.400E-02,8.310E-01,7.770E-01,5.982E-01
4.520E-01,4.530E-01,2.590E-01,7.845E-01
