5.060E-01,7.430E-01,5.823E-01
6.760E-01,8.690E-01,6.227E-01
3.850E-01,6.730E-01,5.551E-01
9.100E-01,1.100E-01,5.093E-01
3.850E-01,4.010E-01,6.398E-01
2.630E-01,2.640E-01,1.448E-01
3.460E-01,8.880E-01,3.787E-01
9.750E-01,5.700E-01,8.001E-01
3.470E-01,3.290E-01,7.107E-01
8.800E-01,1.090E-01,4.488E-01
3.100E-01,5.670E-01,7.336E-01
2.000E-01,3.030E-01,4.391E-01
6.930E-01,6.420E-01,4.923E-01
3.950E-01,8.210E-01,7.834E-01
3.500E-01,7.490E-01,5.487E-01
6.850E-01,8.250E-01,6.645E-01
5.880E-01,9.250E-01,8.263E-01
9.060E-01,9.770E-01,8.230E-01
1.410E-01,4.400E-01,7.411E-01
3.100E-02,7.000E-03,4.759E-01
4.640E-01,6.600E-01,4.563E-01
4.390E-01,4.000E-02,3.666E-01
3.120E-01,7.550E-01,6.747E-01
9.000E-01,5.370E-01,5.912E-01
5.560E-01,6.720E-01,6.927E-01
8.600E-02,7.200E-01,4.461E-01
6.230E-01,3.490E-01,7.252E-01
3.400E-02,2.770E-01,2.898E-01
4.530E-01,3.570E-01,6.019E-01
1.900E-02,8.580E-01,4.150E-01
3.690E-01,1.650E-01,4.179E-01
4.830E-01,9.610E-01,5.823E-01
4.890E-01,7.750E-01,9.291E-01
9.410E-01,5.260E-01,5.095E-01
2.460E-01,8.600E-02,5.082E-01
3.970E-01,3.000E-02,6.130E-01
8.050E-01,4.700E-01,7.912E-01
8.110E-01,1.200E-01,6.567E-01
2.470E-01,2.580E-01,3.532E-01
3.260E-01,2.190E-01,3.635E-01
1.320E-01,3.080E-01,3.890E-01
1.840E-01,4.850E-01,3.736E-01
8.390E-01,2.860E-01,6.737E-01
4.720E-01,7.000E-02,4.184E-01
8.450E-01,9.880E-01,6.095E-01
2.450E-01,2.000E-02,2.924E-01
2.510E-01,8.920E-01,5.758E-01
5.260E-01,7.030E-01,5.331E-01
2.940E-01,9.410E-01,5.936E-01
1.190E-01,5.740E-01,6.699E-01
7.520E-01,6.140E-01,3.110E-01
7.480E-01,4.010E-01,5.943E-01
7.260E-01,9.200E-02,5.928E-01
4.850E-01,4.510E-01,5.078E-01
2.680E-01,3.480E-01,5.576E-01
3.700E-01,1.290E-01,5.652E-01
2.970E-01,6.240E-01,5.394E-01
7.960E-01,7.950E-01,7.135E-01
1.520E-01,3.630E-01,2.531E-01
4.600E-02,4.260E-01,2.380E-01
4.090E-01,5.500E-01,4.321E-01
6.000E-02,6.840E-01,3.770E-01
5.770E-01,8.320E-01,4.790E-01
7.090E-01,1.060E-01,3.143E-01
8.550E-01,1.060E-01,6.786E-01
6.370E-01,5.430E-01,6.320E-01
3.190E-01,7.650E-01,2.698E-01
4.290E-01,7.580E-01,3.806E-01
8.850E-01,3.060E-01,9.434E-01
9.040E-01,2.210E-01,6.023E-01
1.780E-01,4.100E-01,2.349E-01
6.150E-01,4.440E-01,7.213E-01
3.790E-01,4.400E-02,6.081E-01
3.300E-02,9.530E-01,5.133E-01
6.840E-01,6.420E-01,3.892E-01
3.280E-01,2.130E-01,5.239E-01
7.000E-02,5.630E-01,3.805E-01
3.500E-02,6.800E-02,1.054E-01
5.630E-01,1.330E-01,4.428E-01
8.140E-01,5.710E-01,6.344E-01
7.720E-01,7.260E-01,6.252E-01
5.740E-01,8.560E-01,6.755E-01
7.000E-03,1.130E-01,3.827E-01
7.080E-01,1.170E-01,5.557E-01
9.940E-01,6.290E-01,5.910E-01
6.310E-01,9.860E-01,6.769E-01
1.800E-02,9.700E-02,4.002E-01
2.200E-02,5.570E-01,2.146E-01
5.450E-01,4.800E-02,6.720E-01
1.910E-01,5.560E-01,4.823E-01
4.110E-01,4.500E-02,4.905E-01
3.350E-01,6.810E-01,5.183E-01
8.470E-01,7.020E-01,8.264E-01
9.420E-01,3.550E-01,6.945E-01
6.890E-01,8.580E-01,5.720E-01
9.860E-01,1.480E-01,6.240E-01
9.400E-02,1.810E-01,2.668E-01
3.640E-01,7.580E-01,5.322E-01
5.400E-02,8.310E-01,4.125E-01
4.520E-01,4.530E-01,7.226E-01
